name	city	state	founded	lat	long
Delray Distillery LLC	Delray Beach	Florida	2015	26.45	-80.13
Demons Run Brewing LLC	Arlington	Virginia	2014	38.91	-77.12
Depot Street Brewing, LLC	Jonesborough	Tennessee	2004	36.3	-82.5
DERELICT AIRSHIP DISTILLERY	Bastrop	Texas	2015	30.1	-97.3
Devian LLC	Charlotte	North Carolina	2015	35.25	-80.69
Devil's Creek Distillery LP	Morristown	Minnesota	2016	44.24	-93.44
Dewey Beer & Food Company, LLC	Rehoboth Beach	Delaware	2016	38.7	-75.1
Diamond Bear	North Little Rock	Arkansas	2014	34.77	-92.26
Diamond Bear Brewing Company	North Little Rock	Arkansas	2000	34.77	-92.26
Dibermex LLC	Miami Springs	Florida	2015	25.82	-80.31
Dillon Beverage LLC	Plano	Texas	2008	33.04	-96.67
Dimond Knoll Brewing Co., LLC	Cypress	Texas	2016	29.98	-95.66
Diva's Brew	Crestview	Florida	2016	30.8	-86.4
Dixie Brewing Company, LLC	New Orleans	Louisiana	2017	29.96	-90.08
Diy Brew House LLC	Columbia	South Carolina	2015	34.12	-80.87
Dodge City Brewing Co., LLC	Dodge City	Kansas	2016	37.7	-100.0
Dog Hollow, LLC	Omaha	Nebraska	2016	41.24	-96.05
Dogfish Head Craft Brewery LLC	Milton	Delaware	1995	38.8	-75.3
Dogwood Brewing Associates LP	Atlanta	Georgia	1994	33.79	-84.44
Double Barley Brewing, Inc.	Clayton	North Carolina	2014	35.66	-78.38
Double Horn Brewery	Marble Falls	Texas	2017	30.6	-98.2
Draught Barrel Brewery	Corpus Christi	Texas	2016	27.68	-97.4
Dreamweavers' Brewery, LLC	Waxhaw	North Carolina	2014	34.9	-80.7
Drinkplicity LLC	Saint Louis	Missouri	2016	38.59	-90.22
Dry Falls Brewing Company, LLC	Weaverville	North Carolina	2016	35.7	-82.5
Duclaw Brewing Company LLC	Bel Air	Maryland	1995	39.6	-76.3
Duke's Brewhouse, Inc.	Plant City	Florida	2015	28.02	-82.13
Dunedin Brewery Inc	Dunedin	Florida	1996	28.01	-82.78
Eagle Creek Brewing Company LLC	Statesboro	Georgia	2012	32.4	-81.9
Eagle Snacks	Alexandria	Louisiana	2010	31.2	-92.4
East Texas Brewing Company, LLC	Tyler	Texas	2015	32.37	-95.31
Eastlake Craft Brewery LLC	Minneapolis	Minnesota	2014	44.94	-93.25
Eckles Beer Ventures Inc.	Mount Airy	Maryland	2014	39.4	-77.2
Empyrean Brewing Co.	Lincoln	Nebraska	1997	40.82	-96.7
Energybrew LLC	Saint Louis	Missouri	2004	38.67	-90.32
Enki Brewing	Victoria	Minnesota	2013	44.86	-93.66
Epiphany Craft Malt, LLC	Durham	North Carolina	2013	35.94	-78.8
Escondido Hsb LLC	Austin	Texas	2016	30.24	-97.66
EVENTIDE BREWing LLC	Atlanta	Georgia	2013	33.7	-84.38
Excelsior Brewing	Excelsior	Minnesota	2011	44.9	-93.6
Fair Isle Brewing	Austin	Texas	2015	30.29	-97.77
Falstaff Brewing Corp	San Antonio	Texas	2000	29.46	-98.67
Fanatic Brewing Company LLC	Knoxville	Tennessee	2012	35.96	-83.92
Fantasy Brewmasters, LLC	Naples	Florida	2009	26.15	-81.74
Fat Bottom Brewing Inc.	Nashville	Tennessee	2011	36.15	-86.9
Fbn Trading Company, Inc	Marrero	Louisiana	1987	29.83	-90.15
Fernson Brewing Company, LLC	Sioux Falls	South Dakota	2014	43.6	-96.68
Fidelis Beer Company, LLC	Burke	Virginia	2014	38.79	-77.29
Filling Station Brewery	Sidney	Nebraska	2015	41.1	-103.1
Finnegans Brew Co., LLC	Minneapolis	Minnesota	2016	44.96	-93.26
Fireweed Brewing Co LLC	Grand Marais	Minnesota	2004	48.0	-90.5
First Ballot Enterprises, Inc.	Baton Rouge	Louisiana	2017	30.39	-91.06
First Fruits Business Ministry, LLC	Columbia	South Carolina	2002	34.09	-80.93
First Rate Brewers, Inc.	Salado	Texas	2015	30.9	-97.6
Flat Earth Brewing Company	Saint Paul	Minnesota	2006	44.94	-93.05
Flora Fonta Brewery LLC	Morganton	North Carolina	2013	35.8	-81.7
Flying Dog Brewery Inc	Frederick	Maryland	1989	39.36	-77.46
Flying Dog Brewery Lllp	Frederick	Maryland	1994	39.36	-77.46
Flyway Brewing L.L.C.	Little Rock	Arkansas	2014	34.6	-92.3
Flywheel Brewing Properties, LLC	Elizabethtown	Kentucky	2016	37.7	-85.9
Foresthill Brewing	Germantown	Tennessee	2016	35.08	-89.77
Forge Brew Works, LLC	Lorton	Virginia	2015	38.68	-77.21
Forgotten Holler Brewing, LLC	Louisville	Kentucky	2015	38.2	-85.5
Fountain Rock Management Corporation	Frederick	Maryland	1995	39.46	-77.34
Franconia Brewing Co	Mckinney	Texas	2008	33.3	-96.6
Franklin Street Brewing Company LLC	Manchester	Iowa	2012	42.5	-91.5
Free State Brewing Co., Inc.	Lawrence	Kansas	1987	39.0	-95.2
Frey's Brewing Company LLC	Mount Airy	Maryland	2013	39.4	-77.2
Ftc, LLC	Louisville	Kentucky	2004	38.25	-85.75
F-Town Brewing Company LLC	Faribault	Minnesota	2011	44.3	-93.3
Fuggles Brewing Co, Inc	Saint Paul	Minnesota	1995	45.08	-93.19
Fulbrook Ale Works LLC	Richmond	Texas	2016	29.6	-95.8
Full Tilt Brewing, LLC	Baltimore	Maryland	2012	39.28	-76.53
Fulton LLC	Minneapolis	Minnesota	2015	45.02	-93.24
Future Brew, LLC	Duluth	Georgia	2019	34.02	-84.14
G & B Electrical Contractors, Inc	Fayetteville	Georgia	2005	33.49	-84.48
Galeo Imports, LLC	Baltimore	Maryland	2010	39.28	-76.53
Georgia Brews	Marietta	Georgia	2015	34.02	-84.5
Get Your Brew On LLC	Sunrise Beach	Missouri	2015	38.1	-92.7
Ghost River Brewing	Memphis	Tennessee	2011	35.1	-90.09
Ghost Train Brewing Company, Inc.	Birmingham	Alabama	2014	33.51	-86.8
Ginger Wolf Distillery	Winchester	Virginia	2016	39.3	-78.2
Glazer's Beer and Beverage, LLC	Dallas	Texas	2016	32.95	-96.8
Gnarly Barley Brewing	Hammond	Louisiana	2014	30.5	-90.5
Goliath Toppling Inc	Decorah	Iowa	2008	43.3	-91.8
Good Bros Ginger Brew, LLC	Weaverville	North Carolina	2015	35.7	-82.5
Good Neighbor Brews	Sachse	Texas	2016	32.97	-96.58
Goodwood Brewing	Louisville	Kentucky	2017	38.25	-85.75
Gordash Brewing Company	Fort Lauderdale	Florida	2006	26.09	-80.17
Graham Barnes Distilling Inc.	Dripping Springs	Texas	2005	30.2	-98.1
Graham Bruce Beer	Little Elm	Texas	2008	33.15	-96.95
Granite City Brewery	Ellsworth	Iowa	2007	42.3	-93.6
Grateful Brew Inc	Greenville	South Carolina	2016	34.84	-82.38
Great Dane Pub and Brewing Com	Oberon	North Dakota	2013	47.9	-99.1
Great Scott Inc	Spring Branch	Texas	2014	29.9	-98.4
Green Line Brewery LLC	Canton	Georgia	2015	34.3	-84.5
Green Man Brewing LLC	Asheville	North Carolina	2003	35.59	-82.56
Greer Brewing Co LLC	Chesterfield	Missouri	2015	38.67	-90.53
Growlers & Creft Brew, LLC	Valdosta	Georgia	2015	30.8	-83.4
Guadalupe Brewing Company LLC	Canyon Lake	Texas	2010	29.9	-98.2
Gulf Distributing Company of Alabama, LLC	Birmingham	Alabama	2017	33.52	-86.77
Gulf Distributing Company of Birmingham, LLC	Birmingham	Alabama	2017	33.52	-86.77
Gulf Supreme of Central Alabama, LLC	Birmingham	Alabama	2017	33.52	-86.77
H.Y. McCord & Sons Distillery LLC	Atlanta	Georgia	2017	33.88	-84.38
Happy Camper Brewery	Lawrenceville	Georgia	2015	34.01	-84.01
Hastings Brew Works Inc	Hastings	Minnesota	2015	44.7	-92.9
Haw River Farmhouse Ales, LLC	Saxapahaw	North Carolina	2011	36.0	-79.3
Hell 'n Blazes Brewing Company	Melbourne	Florida	2014	28.08	-80.62
Heller Highwater, Inc	Smyrna	Georgia	1997	33.87	-84.5
Hell's Cellar Brewing Company, LLC	Bryan	Texas	2015	30.68	-96.39
Henzco Holdings, LLC	Duncanville	Texas	2015	32.66	-96.92
Hermes Imports LLC	Liberty	Missouri	2000	39.3	-94.4
High Branch Brewing Company, LLC	Concord	North Carolina	2015	35.4	-80.7
High Cotton Brewing Company	Memphis	Tennessee	2012	35.17	-90.07
High Heel Brewing LLC	Saint Louis	Missouri	2016	38.65	-90.32
Hilton Chicago Beverage III LLC	Mclean	Virginia	2013	38.93	-77.23
Hog Haus Brewing Co	Fayetteville	Arkansas	2005	36.0	-94.1
Holman Distillery, LLC	Moravian Falls	North Carolina	2015	36.1	-81.1
Hootenanny Brewing Company, LLC	Mooresville	North Carolina	2018	35.6	-80.8
Hopfusion Ale Works, LLC	Fort Worth	Texas	2015	32.73	-97.32
Hopkinsville Brewing Co	Hopkinsville	Kentucky	2015	36.9	-87.5
Hopping Gnome Brewing Company, LLC	Wichita	Kansas	2013	37.71	-97.32
Horny Toad Brewing Company	Rowena	Texas	2000	31.6	-100.0
Horseshoe Bend Brewing Co.	Lake Ozark	Missouri	2018	38.2	-92.67
Humulus Lupulus Enterprises, Inc.	Blanco	Texas	1996	30.1	-98.4
Hysteria Brewing Company	Baltimore	Maryland	2015	39.2	-76.56
Idle Vine Brewing Company, LLC	Cedar Park	Texas	2015	30.5	-97.82
In The Loop Brewing Inc	Land O Lakes	Florida	2016	28.3	-82.4
Independence Brewing Co Inc	Austin	Texas	2002	30.18	-97.74
Indian River Beverage Corporation	Melbourne	Florida	2000	28.08	-80.62
Indio Brewing Co	Dacula	Georgia	2017	34.0	-83.9
Inner Compass Brewing Company	Sanford	Florida	2014	28.75	-81.25
Innovative Beverage Group Inc	Houston	Texas	2003	29.8	-95.5
Intermission Brewing	Henrico	Virginia	2015	37.63	-77.5
Iowa Brewing Company, LLC	Cedar Rapids	Iowa	2013	41.97	-91.65
Islamorada Brewing Company LLC	Fort Pierce	Florida	2014	27.51	-80.36
Isley Brewing Company	Richmond	Virginia	2012	37.59	-77.49
Iwk USA Corp.	Coral Gables	Florida	2016	25.75	-80.27
Jailbreak Brewing Company, LLC	Laurel	Maryland	2013	39.14	-76.87
Jakal Distillery LLC	Lexington	South Carolina	2015	34.0	-81.3
James Merritt Stewart	Prospect	Tennessee	2017	35.1	-87.0
James Provost	Panama City	Florida	2017	30.2	-85.5
James River Beverage Company, LLC	Kents Store	Virginia	2017	37.88	-78.09
Java Brew Downtown	Louisville	Kentucky	2006	38.25	-85.75
Java Brewing Co	Prospect	Kentucky	2006	38.38	-85.59
Java Brewing Comm	Louisville	Kentucky	2005	38.24	-85.72
Jeg's Brewing Company	Zachary	Louisiana	2016	30.6	-91.1
Jekyll Brewing, LLC	Alpharetta	Georgia	2013	34.09	-84.22
Jekyll Island Distillery LLC	Atlanta	Georgia	2016	33.84	-84.38
Jimmys II Club	Lufkin	Texas	2005	31.4	-94.8
Jrh Brewing	Johnson City	Tennessee	2016	36.3	-82.38
Jrh Brewing, LLC	Piney Flats	Tennessee	2014	36.45	-82.34
Junius Cold Brew Coffee Company LLC	Washington	District of Columbia	2015	38.91	-76.98
Kalona Brewing Company	Kalona	Iowa	2013	41.5	-91.7
Kamdjou, Inc.	Germantown	Maryland	2010	39.21	-77.24
Kans & Kegs	Pharr	Texas	2010	26.2	-98.2
Kansas City Bier Company, LLC	Kansas City	Missouri	2011	38.96	-94.6
Kastaway Brewing Co Inc.	Katy	Texas	2017	29.74	-95.84
Kbc Distilling Company LLC	Man	West Virginia	2014	37.7	-81.9
Kbkk, LLC	Allen	Texas	2012	33.08	-96.61
Keg Creek Brewing Company, LLC	Glenwood	Iowa	2011	41.0	-95.7
Kelly Distributors, Inc.	Easton	Maryland	2005	38.8	-76.0
Key Brewing Co	Baltimore	Maryland	2015	39.26	-76.62
Keys Distillery, LLC	Summerland Key	Florida	2015	24.7	-81.3
King & Bear	Saint Augustine	Florida	2000	29.9	-81.5
King Jester Brewery	Austin	Texas	2015	30.24	-97.89
Kinkaider Brewing Co., LLC	Broken Bow	Nebraska	2014	41.5	-99.5
Kirksville Guild of Brewers	Kirksville	Missouri	2016	40.2	-92.6
Krebs Brewing Co Inc	Mcalester	Oklahoma	2015	35.0	-95.8
Anheuser-Busch Companies, LLC	Medford	Massachusetts	1852	42.42	-71.11
Anheuser-Busch Companies, LLC	Williamsburg	Virginia	1852	37.2	-76.7
Krome Brewing Company LLC	Miami	Florida	2016	25.55	-80.46
Lagunitas Brewing Co	Franklin	Tennessee	2017	35.9	-87.0
Lake I Stone L L C	Prior Lake	Minnesota	2014	44.7	-93.4
Lake Norman Industries, LLC	Cornelius	North Carolina	2010	35.47	-80.89
Lake Superior Brewing Co LLC	Duluth	Minnesota	1993	46.77	-92.13
Lapdog Brewing Company, LLC	Little Elm	Texas	2015	33.15	-96.95
Larry Neff	Neosho	Missouri	1999	36.9	-94.4
Last Fort Brewing LLC	Fort Worth	Texas	2018	32.74	-97.38
Lazy Hiker, LLC	Franklin	North Carolina	2014	35.2	-83.4
Lazy Magnolia Brewing Co LLC	Kiln	Mississippi	2004	30.4	-89.5
Le Chien Brewing Company LLC	Greenwell Springs	Louisiana	2016	30.6	-91.0
Le Mundo Vino, LLC	Miami	Florida	2010	25.66	-80.41
Leesburg Brewing Company	Leesburg	Virginia	2015	39.1	-77.6
Legend Brewing Co	Richmond	Virginia	1992	37.5	-77.48
Lib8 Beverages, L.P.	Saint Louis	Missouri	2013	38.65	-90.32
Liberty Brew Works LLC	Houston	Texas	2015	29.77	-95.5
Lift Bridge Brewing Technologies, LLC	Stillwater	Minnesota	2008	45.1	-92.8
Lightswitch Foods, Inc.	Washington	District of Columbia	2016	38.94	-76.99
Lightswitch Foods, Inc.	Marshall	North Carolina	2016	35.9	-82.7
Limitless Brewing	Lenexa	Kansas	2016	38.95	-94.74
Little Havana Brewing	Miami	Florida	2015	25.75	-80.23
Lone Star Beer Distributor	Cameron	Texas	1947	30.9	-96.9
Lone Star Brewery Development, Inc.	San Marcos	Texas	2015	29.9	-98.0
Lone Star Brewing Co	San Antonio	Texas	2001	29.53	-98.48
Lonerider Brewing Company	Raleigh	North Carolina	2006	35.9	-78.77
Long Lane Orchard, LLC	Solon	Iowa	2016	41.8	-91.5
Lost Duck Brewing Company	Fort Madison	Iowa	2003	40.6	-91.4
Lost Falls LLC	Austin	Texas	2015	30.21	-97.8
Anheuser-Busch Companies, LLC	Bronx	New York	1852	40.81	-73.89
Lost Sanity Brewing LLC	Madelia	Minnesota	2017	44.1	-94.4
Lost Spire Brewing Company, LLC	Stillwater	Oklahoma	2015	36.1	-97.1
Louisiana Roots, L.L.C.	New Orleans	Louisiana	2014	29.94	-90.1
Low Tide Brewing	Johns Island	South Carolina	2016	32.7	-80.1
Lucid Brewing LLC	Minneapolis	Minnesota	2009	44.99	-93.27
Lucky Bucket Brewing, LLC	La Vista	Nebraska	2008	41.18	-96.07
Lucky Town Brewing Company LLC	Jackson	Mississippi	2011	32.31	-90.17
Anheuser-Busch Companies, LLC	Washington	District of Columbia	1852	38.904	-77.032
Lupine Brewing Company, LLC	Hanover	Minnesota	2013	45.16	-93.66
Anheuser-Busch, LLC	Rogers	Arkansas	1852	36.3	-94.0
Macchu Pisco, LLC	Bethesda	Maryland	2005	39.0	-77.16
Macon Beer Company LLC	Macon	Georgia	2011	32.81	-83.62
Madhouse Brewing Co LLC	Des Moines	Iowa	2008	41.58	-93.62
Main Mill Brewing Company LLC	Festus	Missouri	2014	38.1	-90.4
Malt Beverage Educational Corporation	Frankfort	Kentucky	2018	38.2	-84.9
Manatee Brewing Company LLC	Port Charlotte	Florida	2015	26.97	-82.16
Mangrove Distillery LLC	Melbourne	Florida	2016	28.08	-80.62
Mantorville Brewing Co LLC	Mantorville	Minnesota	1996	44.09	-92.74
Martin City Brewing Company LLC	Kansas City	Missouri	2011	38.88	-94.59
Mastercraft Beverage LLC	Austin	Texas	2014	30.26	-97.71
MBC United Whlse. LLC	Mobile	Alabama	2003	30.7	-88.1
Metal Craft Brewing Co LLC	Waynesboro	Virginia	2014	38.1	-78.9
Methodical Strategies, Inc.	Johnson City	Texas	2018	30.3	-98.4
Miami Beer Ventures LLC	Miami	Florida	2013	25.81	-80.21
Miel Brewing Company LLC	Hammond	Louisiana	2016	30.5	-90.5
Mighty Miss. Brewing Company, LLC	Greenville	Mississippi	2015	33.3	-91.0
Mikel Allen English	High Springs	Florida	2018	29.8	-82.7
MIKEY'S POUR HOUSE LLC	Saint Charles	Missouri	2016	38.7	-90.6
Mill Creek Brewing Company LLC	Nolensville	Tennessee	2014	35.94	-86.67
Miller Brewing	Fort Worth	Texas	2012	32.64	-97.33
Miller Brewing Company	Albany	Georgia	1971	31.5	-84.0
Miller Coors	Albany	Georgia	2014	31.5	-84.0
Millercoors	Bentonville	Arkansas	2016	36.3	-94.3
Anheuser-Busch Companies, LLC	Sacramento	California	1852	38.58	-121.49
Millercoors LLC	Tampa	Florida	2018	27.94	-82.52
Millington Beer & Tobacco	Millington	Tennessee	2009	35.4	-89.9
Mills River Brewery LLC	Arden	North Carolina	2014	35.46	-82.57
Millstream Investments Inc	Amana	Iowa	1985	41.8	-91.9
Minim LLC	Atlanta	Georgia	2016	33.7	-84.38
Minnesota Nice Brewing Company	Mankato	Minnesota	2016	44.1	-94.0
Mispillion River Brewing LLC	Milford	Delaware	2012	38.9	-75.4
Mitchell and Davis LLC	Richmond	Virginia	2015	37.55	-77.49
MO Brew	Kansas City	Missouri	2014	39.06	-94.59
Momentum Brewhouse	Bonita Springs	Florida	2014	26.37	-81.73
Monarch Custom Beverages	Canton	Georgia	2017	34.3	-84.5
Monday Night Brewing	Smyrna	Georgia	2011	33.86	-84.53
Monday Night Ventures LLC	Atlanta	Georgia	2009	33.79	-84.44
Morgan Street Brewery & Tavern Inc	Saint Louis	Missouri	1993	38.64	-90.19
Morini D.C. LLC LLC	Washington	District of Columbia	2014	38.88	-76.99
Morningstar Brewing, LLC	Richardson	Texas	2014	32.95	-96.72
Mother Earth Brewing, LLC	Kinston	North Carolina	2008	35.3	-77.5
Mother's Brewing Co., LLC	Springfield	Missouri	2008	37.21	-93.3
Mountain View Brewery, LLC	Lexington	Virginia	2008	37.8	-79.5
Mr. G'S Trucking, Inc.	Little Rock	Arkansas	2007	34.71	-92.36
Mt Juliet Beer Co	Mount Juliet	Tennessee	2010	36.2	-86.5
Murphdog, LLC	Marietta	Georgia	2015	33.93	-84.46
Nachos and Beer	Asheville	North Carolina	2009	35.54	-82.52
Nebraska Craft, LLC	Omaha	Nebraska	2016	41.3	-96.0
New Belgium Brewing Company Inc	Austin	Texas	2010	30.38	-97.71
New Heights Brewing Company, L	Nashville	Tennessee	2015	36.15	-86.79
New Knoxville Brewing Company	Knoxville	Tennessee	1995	36.0	-83.91
New Main Brewing Company, LLC	Arlington	Texas	2016	32.72	-97.16
New Orleans Lager and Ale Brewing Company, LLC	New Orleans	Louisiana	2007	29.93	-90.1
New Republic Brewing	College Station	Texas	2015	30.5	-96.3
New Republic, LLC	Lexington	Kentucky	2008	38.05	-84.5
New Sarum Brewing Co. LLC	Salisbury	North Carolina	2012	35.71	-80.45
New South Brewing Inc	Myrtle Beach	South Carolina	1998	33.7	-78.9
Next Generation Beer Co.	Asheville	North Carolina	2005	35.6	-82.6
Nine Mile Brewing Company	Clay Center	Nebraska	2015	40.5	-98.0
Ninja Moose Brewing LLC	Liberty	Missouri	2013	39.3	-94.4
No Coast Brewing, LLC	Hastings	Nebraska	2013	40.6	-98.4
Nofo Brewing Llc.	Cumming	Georgia	2018	34.3	-84.2
North Lock LLC	Alexandria	Virginia	2009	38.81	-77.13
North Star Brewing Company L. L. C.	Maple Plain	Minnesota	2016	45.0	-93.7
North Texas Craft Beer, LLC	Plano	Texas	2015	33.04	-96.67
Northern Brewer Inc	Minneapolis	Minnesota	2011	44.91	-93.29
Northern Brewer, LLC	Saint Paul	Minnesota	2011	45.01	-93.16
Northwest Beverages	Fargo	North Dakota	2010	46.93	-96.83
Not Lost Brewing Company	Ottawa	Kansas	2016	38.6	-95.3
Oak High Services LLC	Chantilly	Virginia	2016	38.89	-77.51
Oaklyn Springs Brewery Inc	Holly Springs	North Carolina	2016	35.61	-78.87
Oakridge Centre	Homosassa	Florida	1957	28.78	-82.61
O'Fallon Brewery, LLC	Maryland Heights	Missouri	2013	38.73	-90.45
Old Bust Head Brewing Company, LLC	Vint Hill Farms	Virginia	2012	38.7	-77.7
Old Kudzu Brewing, Llc, Doing Business As Old Kudzu Beer	Meridian	Mississippi	2018	32.5	-88.7
Olde Mecklenburg Brewery LLC	Charlotte	North Carolina	2008	35.17	-80.92
Ole Currahee Distillery, LLC	Toccoa	Georgia	2015	34.6	-83.3
On Time Brewery LLC	Key Largo	Florida	2014	25.2	-80.4
Onkar Inc	Hopkins	Minnesota	2001	44.91	-93.41
Onkar, Inc.	Spring Hill	Florida	2011	28.48	-82.6
Orangecity Brewery	Sarasota	Florida	2015	27.33	-82.56
Orf Brewing, L.L.C.	Austin	Texas	2010	30.18	-97.74
Orlando Brewing Partners	Orlando	Florida	2002	28.53	-81.41
Orpheus Brewing Company LLC	Atlanta	Georgia	2013	33.82	-84.36
Ozark Beer Company	Rogers	Arkansas	2013	36.3	-94.0
Pack Square Brewing Co LLC	Asheville	North Carolina	2004	35.54	-82.52
Paducah Brewing Company	Paducah	Kentucky	2014	37.1	-88.6
Pagan River Associates LLC	Smithfield	Virginia	2015	37.0	-76.7
Pair O'Dice Brewing Co LLC	Clearwater	Florida	2013	27.9	-82.66
Palmetto Brewing Co Inc	Charleston	South Carolina	1994	32.8	-79.94
Palmetto Brewing of Charleston, LLC	Charleston	South Carolina	2012	32.8	-79.94
Parris Brothers LLC	Davenport	Iowa	2015	41.5	-90.62
Patuxent Brewing Company, LLC	Waldorf	Maryland	2017	38.59	-76.9
Pauley Hollow Distillery LLC	Forest Hills	Kentucky	2015	37.63	-82.29
Payless Convenience	Dallas	Texas	1989	32.78	-96.82
Peace Tree Brewing Company	Knoxville	Iowa	2009	41.3	-93.1
Perk & Brew	Cape Coral	Florida	2015	26.57	-81.94
Pete's Brewing Company	San Antonio	Texas	1986	29.58	-98.48
Phenix Brands, LLC	Springfield	Missouri	2010	37.15	-93.25
Phillips Distilling Co LLC	Princeton	Minnesota	1981	45.6	-93.6
Pig's Eye Brewing Company LLC	Saint Paul	Minnesota	2002	44.91	-92.92
Piney Woods Beverage	Center	Texas	2010	31.8	-94.2
Pinpoint Brewery, LLC	Orlando	Florida	2015	28.39	-81.48
Pittman's Liquors Inc	Hancock	Maryland	1968	39.7	-78.2
Pluto Springs Brewing Co	Louisville	Kentucky	2001	38.26	-85.46
Poe Spirits, LLC	El Paso	Texas	2010	31.79	-106.38
Ponysaurus Brewing, LLC	Durham	North Carolina	2015	35.99	-78.9
Prairie Brothers Brewing, LLC	Fargo	North Dakota	2015	46.79	-96.84
Premium Brands, Inc.	Chattanooga	Tennessee	2009	35.05	-85.31
Preservation Distillery, LLC	Bardstown	Kentucky	2016	37.8	-85.5
Pretty Ugly Distribution LLC	Chesapeake	Virginia	2015	36.6	-76.3
Preyer Brewing Company, LLC	Greensboro	North Carolina	2014	36.07	-79.77
Prjs, LLC	Baltimore	Maryland	2007	39.28	-76.53
Pro RE Nata Brewing Company, LLC	Crozet	Virginia	2015	38.2	-78.7
Proof Artisan Distillers, LLC	Fargo	North Dakota	2013	46.93	-96.83
Prost	Round Top	Texas	2015	30.0	-96.7
Psa Brewery, LLC	Baltimore	Maryland	2015	39.32	-76.57
Puritan Brew Co	Fayetteville	Arkansas	2014	36.0	-94.1
Quality Brands of South Dakota, LLC	Omaha	Nebraska	2016	41.15	-96.13
Queen City Brewing, Ltd.	Staunton	Virginia	2003	38.1	-79.1
R J Rockers Brewing Co.	Spartanburg	South Carolina	2010	34.9	-81.92
Rabbit Hole Brewing	Justin	Texas	2017	33.1	-97.3
Rabbit Swamp Brewery-Tap Room	Travelers Rest	South Carolina	2018	35.1	-82.4
Raleigh Pitmaster Empire, LLC	Raleigh	North Carolina	2007	35.77	-78.63
Ranger Creek Brewing & Distilling, LLC	San Antonio	Texas	2010	29.55	-98.43
Rattler, LLC	Dallas	Texas	2008	32.793	-96.773
Raw Brewing Company	Pompano Beach	Florida	2016	26.24	-80.17
Realerevival Brewing, LLC	Cambridge	Maryland	2013	38.6	-76.1
Red Buffalo Brewing Company Inc.	Statesville	North Carolina	2018	35.7	-80.9
Red Ear Brewing LLC	Worthington	Kentucky	2015	38.55	-82.74
Red River Beverage Group LLC	Bossier City	Louisiana	2010	32.58	-93.69
Redbeard Brewing Co LLC	Staunton	Virginia	2013	38.1	-79.1
Reformation Brewery, LLC	Woodstock	Georgia	2012	34.12	-84.45
Rek Hill Distillery, LLC	Hutto	Texas	2015	30.55	-97.55
Reunion Brewing Company	Dallas	Texas	2014	32.78	-96.82
Revelry Brewing Company, LLC	Charleston	South Carolina	2014	32.8	-79.94
Revolver Brewing, LLC	Granbury	Texas	2011	32.5	-97.7
Ricky's	Rockdale	Texas	1994	30.6	-97.0
Riptide Brews, LLC	Silver Spring	Maryland	2015	39.02	-77.01
Riverfront Mercantile	New Haven	Missouri	2004	38.6	-91.3
Riverstreet Brewing Company Inc	Sylvania	Georgia	2001	32.7	-81.6
Rock & Brews	Oklahoma City	Oklahoma	2016	35.61	-97.57
Rock House Brewing Limited Liability Com	Lexington	Kentucky	2016	38.05	-84.5
Rock of Ales, LLC	Spicewood	Texas	2012	30.4	-98.1
Rolling Fork Distillery LLC	Louisville	Kentucky	2015	38.22	-85.62
Roughtail Brewing Company LLC	Midwest City	Oklahoma	2012	35.46	-97.4
Royal Brewery New Orleans LLC	New Orleans	Louisiana	2015	30.06	-89.97
Rpd Management, LLC	Jacksonville	Florida	2011	30.32	-81.68
S&M Vintage Brew , LLC	Independence	Kentucky	2015	38.93	-84.56
S&P Battalion LLC	Atlanta	Georgia	2013	33.77	-84.34
Sabmiller Latin America Inc.	Miami	Florida	2012	25.77	-80.19
Saddlery Restaurants Inc	Des Moines	Iowa	1996	41.58	-93.62
Safetyharbor Brewing	Safety Harbor	Florida	2017	28.01	-82.69
Saint Arnold Brewing Company	Houston	Texas	1993	29.77	-95.32
Saint Louis Brewery, LLC	Saint Louis	Missouri	1991	38.63	-90.22
Saints and Sinners Brewing Company LLC	Houston	Texas	2014	29.77	-95.5
Sawbriar Brewery LLC	Lafayette	Louisiana	2017	30.24	-91.99
Saxony Hills Brewery	Altenburg	Missouri	2019	37.6	-89.57
Sazerac Distillers, LLC	Louisville	Kentucky	2014	38.26	-85.54
Schmidt Brew	Saint Paul	Minnesota	2014	44.93	-93.12
Schulz Brau Brewing, LLC	Knoxville	Tennessee	2014	36.0	-83.91
Scotts Point Distillery Ltd	Bath	North Carolina	2012	35.47	-76.77
Scotty's Brewery ""llc	Cape Coral	Florida	2013	26.71	-81.97
Second Love Brewery	Bowling Green	Kentucky	2016	36.9	-86.3
Second Self, LLC	Atlanta	Georgia	2010	33.79	-84.44
Serda Brewing Company, Inc.	Mobile	Alabama	2016	30.71	-88.03
Sgt. Networks, Inc.	Orlando	Florida	2018	28.55	-81.35
Shady J Brewing Company, LLC	Pikeville	North Carolina	2015	35.5	-78.0
Shenandoah Valley Brewing Company	Staunton	Virginia	2012	38.1	-79.1
Shiny Star Inc	Cambridge	Maryland	2014	38.6	-76.1
Show-ME Brewing	Springfield	Missouri	2015	37.2	-93.3
Siblings' Rivalry Brewery, LLC	Strasburg	Virginia	2016	39.0	-78.4
Sigma Brewing Company LLC	Houston	Texas	2015	29.75	-95.35
Silverline Brewing Company	Vienna	Virginia	2015	38.9	-77.25
